city,country,pub_location,PlaceID,Latitudes,Longitudes
"La Vergne, Tenn.",,"La Vergne, Tenn.,",la_vergne_tenn.,34.11814,-117.73198
New Delhi,India,"New Delhi, India",new_delhi_india,28.613895,77.209006
Philadelphia,United States,"Philadelphia, United States",philadelphia_united_states,39.952724,-75.163526
Chicago,,"Chicago,",chicago,41.875562,-87.624421
Frankfurt; Madrid,,"Frankfurt; Madrid,",frankfurt;_madrid,N/A,N/A
"New York, NY, N.Y.",United States,"New York, NY, N.Y., United States",new_york_ny_n.y._united_states,40.613996,-74.176933
"New York, NY; Toronto",,"New York, NY; Toronto,",new_york_ny;_toronto,N/A,N/A
Ch??lons,,"Ch??lons,",ch??lons,N/A,N/A
"Miami, FL, FL",United States,"Miami, FL, FL, United States",miami_fl_fl_united_states,25.7204805,-80.278451
Santa Clara,Cuba,"Santa Clara, Cuba",santa_clara_cuba,22.40667,-79.95306
"Brooklyn, NY, NY",United States,"Brooklyn, NY, NY, United States",brooklyn_ny_ny_united_states,40.682166,-73.987851
Jerusalem,,"Jerusalem,",jerusalem,31.7733151,35.1867903
Cap-Henry,,"Cap-Henry,",cap_henry,46.007812,-90.031647
Pp. 149. [Santiago de Cuba,,"Pp. 149. [Santiago de Cuba,",pp._149._[santiago_de_cuba,20.55529,-100.3853
Ciudad de La Habana,Cuba,"Ciudad de La Habana, Cuba",ciudad_de_la_habana_cuba,23.101612,-82.321534
"New York, NY",Canada,"New York, NY, Canada",new_york_ny_canada,40.724703,-74.000962
Minneapolis,United States,"Minneapolis, United States",minneapolis_united_states,44.9773,-93.265469
Munchen,Germany,"Munchen, Germany",munchen_germany,48.137108,11.575382
Germany,Europe,"Germany, Europe",germany_europe,52.527905,13.394916
Torino,Italy,"Torino, Italy",torino_italy,45.067755,7.682489
Estonia,Europe,"Estonia, Europe",estonia_europe,59.93026,30.354204
London,Europe,"London, Europe",london_europe,51.516108,-0.080926
"Kendrick, ID",United States,"Kendrick, ID, United States",kendrick_id_united_states,46.61406,-116.64654
Benin City,Nigeria,"Benin City, Nigeria",benin_city_nigeria,39.736724,-104.98467
Abingdon,England,"Abingdon, England",abingdon_england,51.671484,-1.277972
St. James,Barbados,"St. James, Barbados",st._james_barbados,13.21667,-59.61667
Pasadena,United States,"Pasadena, United States",pasadena_united_states,29.691063,-95.209101
Saint Croix,Virgin Islands,"Saint Croix, Virgin Islands",saint_croix_virgin_islands,17.7789,-64.7455
St. Peter,Barbados,"St. Peter, Barbados",st._peter_barbados,13.25,-59.61667
Rhyl,Wales,"Rhyl, Wales",rhyl_wales,53.320743,-3.490726
Paramaribo,Suriname,"Paramaribo, Suriname",paramaribo_suriname,5.86667,-55.16667
"Manhattan, NY",United States,"Manhattan, NY, United States",manhattan_ny_united_states,40.789624,-73.959894
Benque Viejo Del Carmen,Belize,"Benque Viejo Del Carmen, Belize",benque_viejo_del_carmen_belize,17.07351,-89.139191
Orléans,France,"Orléans, France",orléans_france,47.902734,1.908607
Easthampton,Massachusetts,"Easthampton, Massachusetts",easthampton_massachusetts,42.268927,-72.668804
"Detroit, MI",United States,"Detroit, MI, United States",detroit_mi_united_states,42.331551,-83.04664
"Chico, CA",United States,"Chico, CA, United States",chico_ca_united_states,39.728495,-121.83748
"Buffalo, NY",United States,"Buffalo, NY, United States",buffalo_ny_united_states,42.886717,-78.878392
"North Melbourne, Vic",Australia,"North Melbourne, Vic, Australia",north_melbourne_vic_australia,-37.79917,144.94667
Norderstedt,Germany,"Norderstedt, Germany",norderstedt_germany,53.70899,9.989191
Zürich,Switzerland,"Zürich , Switzerland",zürich__switzerland,47.37861,8.54
"Watertown, MA",United States,"Watertown, MA, United States",watertown_ma_united_states,42.37093,-71.182832
"Brantford, ON","Brantford, ON","Brantford, ON, Brantford, ON",brantford_on_brantford_on,43.169325,-80.21686
Toronto,Canada,"Toronto , Canada",toronto__canada,43.653482,-79.383935
Perros-Guirec,France,"Perros-Guirec, France",perros_guirec_france,48.815113,-3.439466
"Durham, NC",United States,"Durham, NC, United States",durham_nc_united_states,35.996653,-78.901805
Quebec,Canada,"Quebec, Canada",quebec_canada,46.82596,-71.235223
Nederland,,"Nederland,",nederland,29.97438,-93.992397
Montrouge,,"Montrouge,",montrouge,48.818854,2.319437
Amsterdam,,"Amsterdam,",amsterdam,52.37276,4.893604
Taibei,,"Taibei,",taibei,23.3,120.27
Matoury (Guyane Fran??aise),,"Matoury (Guyane Fran??aise),",matoury_(guyane_fran??aise),N/A,N/A
Paris; Dakar,,"Paris; Dakar,",paris;_dakar,N/A,N/A
Matoury,,"Matoury,",matoury,4.85056,-52.33111
Nendeln,,"Nendeln,",nendeln,51.756721,6.961238
Baarn; Den Haag; Brussel,,"Baarn; Den Haag; Brussel,",baarn;_den_haag;_brussel,N/A,N/A
Nendeln (tr. Germany),,"Nendeln (tr. Germany),",nendeln_(tr._germany),52.5576899,13.2938938
Fr??jus,,"Fr??jus,",fr??jus,N/A,N/A
"Kingston; Miami, FL",,"Kingston; Miami, FL,",kingston;_miami_fl,N/A,N/A
"St. Mary/St. Catherine, Jamaica, W.I.",,"St. Mary/St. Catherine, Jamaica, W.I.,",st._mary/st._catherine_jamaica_w.i.,18,-77
Bornheim,,"Bornheim,",bornheim,50.129731,8.710612
Praha,,"Praha,",praha,50.087465,14.421253
Warszawa,,"Warszawa,",warszawa,59.931331,30.319935
"Chapel Hill, N.C.",,"Chapel Hill, N.C.,",chapel_hill_n.c.,35.913154,-79.05578
Prince Frederick,,"Prince Frederick,",prince_frederick,38.5404,-76.584402
"North Andover, Mass.",,"North Andover, Mass.,",north_andover_mass.,8.28374991,14.85553
"Columbus, O.H.",,"Columbus, O.H.,",columbus_o.h.,39.96226,-83.000707
"Prince Frederick, Md.; [Prince Frederick, Md.",,"Prince Frederick, Md.; [Prince Frederick, Md.,",prince_frederick_md.;_[prince_frederick_md.,N/A,N/A
Oxford,,"Oxford,",oxford,51.758645,-1.2556475
"Toronto, ON",,"Toronto, ON,",toronto_on,43.653482,-79.383935
"Markham, ON",,"Markham, ON,",markham_on,43.856371,-79.337682
St. Lucia,,"St. Lucia,",st._lucia,27.911547,-15.54052
Philadelphia.,,"Philadelphia.,",philadelphia.,39.952724,-75.163526
"New York, NY; London",,"New York, NY; London,",new_york_ny;_london,N/A,N/A
Roseau,,"Roseau,",roseau,48.8504155,-95.698589
"Roseau, Dominica",,"Roseau, Dominica,",roseau_dominica,15.2984622,-61.387505
"Roseau, Dominica, W.I.",,"Roseau, Dominica, W.I.,",roseau_dominica_w.i.,15.2984622,-61.387505
London; Kingston; Port of Spain,,"London; Kingston; Port of Spain,",london;_kingston;_port_of_spain,N/A,N/A
Charlottesville,,"Charlottesville,",charlottesville,38.029306,-78.476678
Haiti,,"Haiti,",haiti,19.1824357,-72.434515
Firenze,,"Firenze,",firenze,43.769871,11.255576
Carouge-Geneve,Switzerland,"Carouge-Geneve, Switzerland",carouge_geneve_switzerland,46.18333,6.13333
Ankara,Turkey,"Ankara, Turkey",ankara_turkey,39.86667,32.86667
Erlandson,Denmark,"Erlandson, Denmark",erlandson_denmark,55.9633979,10.0462968
Muir of Od,Scotland,"Muir of Od, Scotland",muir_of_od_scotland,57.517318,-4.456204
"Port Townsend, WA",United States,"Port Townsend, WA, United States",port_townsend_wa_united_states,48.118533,-122.76796
"Fredericton, NB",Canada,"Fredericton, NB, Canada",fredericton_nb_canada,45.966425,-66.645813
"Spartanburg, SC",United States,"Spartanburg, SC, United States",spartanburg_sc_united_states,34.949801,-81.932016
Wuppertal,Germany,"Wuppertal, Germany",wuppertal_germany,51.264018,7.178037
"Pessac, BX",France,"Pessac, BX, France",pessac_bx_france,44.805615,-0.63084
Bussum,Netherlands,"Bussum, Netherlands",bussum_netherlands,52.277421,5.162746
"Mineola, NY",United States,"Mineola, NY, United States",mineola_ny_united_states,40.749268,-73.640685
"Stratford, ON",Canada,"Stratford, ON, Canada",stratford_on_canada,43.37009,-80.981802
"Waterloo, ON",Canada,"Waterloo, ON, Canada",waterloo_on_canada,43.46527,-80.522296
"Brooklyn, NY",United States,"Brooklyn, NY, United States",,40.652601,-73.949721
